,N1,N2,N3,N4,N5,Powerball
42,2,3,6,18,66,25
44,7,16,44,47,65,24
49,5,7,10,39,56,22
53,10,18,32,42,49,22
59,19,27,30,39,52,23
61,5,7,11,47,68,22
0,6,9,14,21,60,19
4,4,17,29,40,63,25
16,18,26,28,41,54,19
19,25,34,51,52,56,24
20,11,13,19,28,43,18
21,15,16,21,28,35,20
25,7,22,41,45,48,24
36,6,30,44,49,69,23
48,14,18,47,48,54,21
58,1,6,14,19,67,16
0,3,4,16,21,62,20
1,4,7,45,53,67,24
7,8,11,18,32,34,22
13,6,12,27,51,55,24
16,4,10,11,33,55,18
18,12,21,28,36,62,22
32,14,23,43,59,61,25
45,5,20,49,52,56,25
56,5,9,10,67,68,22
58,2,9,14,24,60,25
1,10,16,39,42,55,22
6,12,19,25,40,53,22
12,3,10,23,33,55,24
23,8,14,24,44,62,17
26,8,28,30,33,58,23
42,3,23,43,47,52,22
54,2,8,19,42,56,23
58,1,3,43,46,49,24
15,9,16,51,61,63,23
16,7,9,13,62,68,23
19,7,8,10,19,50,20
26,31,32,46,53,58,25
28,3,7,43,52,58,24
30,14,23,37,41,46,24
35,7,8,9,27,42,21
36,1,5,13,27,38,23
39,11,25,29,54,57,23
48,16,29,33,51,55,22
49,1,10,11,39,41,22
51,3,34,43,48,64,23
1,4,34,38,41,57,20
14,3,12,16,58,65,25
16,3,21,28,29,51,23
34,15,17,32,62,64,25
37,4,32,34,46,63,24
41,5,6,33,37,57,24
46,1,9,10,27,44,21
53,20,33,34,40,51,18
56,2,15,35,43,58,25
57,4,6,31,37,38,20
59,18,29,34,36,57,23
3,1,7,13,23,42,24
10,5,10,14,22,40,24
11,5,18,27,42,59,22
23,7,11,31,46,50,25
26,12,26,32,35,54,22
38,7,12,26,41,43,21
56,8,28,43,46,55,23
58,17,31,34,44,61,24
59,18,22,33,61,69,21
3,4,5,11,22,28,24
10,11,14,36,47,55,18
33,4,16,20,42,47,23
46,12,17,30,39,41,21
49,3,32,42,54,65,25
61,5,9,12,32,55,17
64,4,6,12,46,68,18
1,1,8,12,35,39,25
6,12,21,33,38,65,20
23,1,6,21,25,60,22
24,13,26,29,33,60,20
31,33,38,40,41,58,21
33,13,21,31,37,42,19
36,13,33,35,38,46,24
46,4,9,14,32,41,24
49,18,31,32,41,56,22
53,12,20,27,34,42,22
58,23,24,35,52,60,22
60,7,13,28,47,55,24
2,22,26,30,37,49,18
16,10,17,34,45,54,19
30,5,15,44,47,65,25
32,21,31,40,44,55,24
35,13,16,17,25,51,23
36,4,26,27,31,66,25
51,5,22,28,34,65,24
53,8,12,33,45,46,21
59,8,22,26,47,61,24
0,1,10,36,38,51,24
10,5,7,17,20,43,19
20,11,15,17,43,52,19
22,1,34,46,55,66,24
26,7,15,34,42,50,19
31,2,9,14,39,63,20
37,2,4,10,43,46,22
44,3,4,23,35,42,22
51,8,10,22,35,53,23
64,8,17,51,58,64,23
8,12,22,23,53,59,24
16,6,9,44,48,57,15
31,3,11,16,36,68,19
35,1,8,14,19,67,22
40,8,14,19,53,62,21
46,12,24,28,57,69,25
49,1,7,15,36,61,21
50,20,24,28,50,63,25
53,9,13,21,43,45,24
54,12,14,18,33,46,24
62,12,17,21,35,61,22
2,16,19,23,35,45,25
5,5,35,36,38,40,22
14,2,30,34,52,54,21
20,11,18,35,43,62,23
26,2,6,26,51,68,22
32,4,15,24,39,56,25
34,7,36,37,47,49,21
43,3,11,41,61,68,23
45,9,12,15,23,62,20
46,7,8,35,56,59,23
58,10,12,19,33,44,25
63,20,23,24,36,43,25
0,9,17,23,55,68,18
15,9,31,34,46,65,25
17,3,19,23,35,51,25
22,3,6,21,34,52,16
26,10,16,29,30,62,25
27,1,18,33,47,55,24
32,10,15,34,53,54,25
45,6,21,28,40,50,22
57,16,17,19,24,49,21
61,3,13,28,55,66,20
1,19,21,25,48,59,17
7,27,30,33,52,60,18
8,27,28,43,44,67,21
11,5,35,36,52,60,21
12,2,5,25,31,55,22
30,6,16,31,43,64,19
33,6,15,21,37,64,25
36,4,8,15,45,69,23
41,15,35,37,65,68,23
45,4,30,36,57,64,23
2,2,5,23,30,64,20
9,3,9,12,20,24,23
20,4,15,23,61,63,20
27,1,17,25,35,64,18
36,4,10,13,14,44,25
42,2,5,9,23,58,19
46,8,21,34,45,61,22
50,6,8,37,41,65,16
54,10,16,34,48,52,25
59,5,9,24,29,43,21
61,1,3,40,49,67,15
6,13,14,15,18,46,24
10,11,13,20,34,59,23
26,7,17,21,32,66,22
40,14,17,32,38,44,21
51,12,16,32,34,42,25
6,36,38,41,46,50,25
8,11,24,26,55,58,22
18,1,5,7,20,43,24
21,6,20,28,29,41,22
32,7,11,16,35,64,18
56,5,15,29,32,63,18
63,27,29,47,48,57,25
64,1,5,26,58,63,16
1,6,10,42,53,59,21
27,11,17,38,46,53,21
29,7,14,18,36,68,17
32,8,9,21,54,67,18
34,3,14,17,30,42,21
42,1,8,17,62,67,21
46,4,6,11,24,53,25
52,17,21,32,35,46,20
59,5,15,23,47,66,20
63,21,23,35,50,57,25
4,3,4,29,44,52,22
5,10,36,42,50,68,24
13,3,11,22,40,52,21
15,12,22,38,41,45,18
24,4,11,14,29,35,24
25,17,23,30,49,56,21
31,14,19,35,37,51,24
38,7,22,32,35,51,21
39,2,28,33,47,63,24
40,11,19,21,49,66,20
56,25,31,33,36,49,19
59,6,15,18,32,56,21
61,9,12,34,36,56,25
2,1,24,26,55,66,25
8,20,22,24,44,60,21
11,23,25,27,45,66,20
22,3,7,40,50,53,20
27,13,15,16,45,47,25
32,2,3,12,15,39,23
38,28,32,39,41,49,23
41,8,22,28,39,61,19
45,18,35,36,48,63,20
56,3,15,23,28,58,18
59,6,14,21,25,36,22
7,7,11,49,56,62,20
8,4,11,16,42,48,23
12,7,15,28,41,46,21
16,4,8,13,18,29,22
31,9,12,27,37,57,19
36,2,33,39,49,63,20
40,17,22,31,44,48,21
41,1,7,12,41,60,22
45,7,11,34,48,57,20
48,1,31,44,46,60,23
54,15,22,26,32,69,25
63,4,6,29,36,62,20
5,9,15,33,46,50,24
8,1,6,47,48,55,25
13,3,11,28,36,39,23
16,3,10,14,18,23,24
27,17,20,28,34,37,22
33,5,19,32,44,50,21
41,1,7,8,25,50,23
46,5,13,14,16,17,24
53,10,14,17,49,50,21
56,14,17,28,36,45,24
57,1,2,19,31,52,24
58,2,4,25,54,61,18
6,3,10,27,29,48,21
20,2,24,41,43,47,22
26,18,20,26,41,68,17
33,8,12,25,48,56,21
36,3,6,9,47,54,20
42,4,14,24,36,49,18
52,4,28,34,39,56,24
56,12,31,32,47,64,24
58,15,22,24,59,64,21
61,2,3,18,35,36,19
5,1,7,10,35,65,21
15,4,7,20,27,53,24
16,2,4,17,21,55,22
21,2,27,29,35,44,22
24,1,9,23,32,51,22
28,8,13,44,64,67,21
32,1,13,17,23,59,24
33,5,24,25,30,42,22
36,23,31,34,57,59,19
38,4,16,21,34,63,19
41,2,19,25,46,59,20
42,11,13,25,58,61,19
52,3,10,18,39,43,17
56,1,22,33,41,69,25
59,7,10,19,24,31,16
1,1,4,42,44,56,21
2,7,12,36,37,60,24
5,5,8,9,16,19,24
7,2,4,52,54,67,22
10,21,25,35,54,59,22
23,7,8,15,46,61,21
28,4,10,13,27,36,22
53,14,15,17,36,54,25
1,8,39,43,50,58,23
5,3,6,22,58,62,24
11,4,20,29,46,56,23
17,3,18,49,52,65,22
19,10,11,54,58,68,21
20,3,20,25,31,56,23
32,16,19,22,53,66,25
39,12,28,38,41,64,22
46,7,8,9,19,64,17
47,21,27,40,57,64,20
54,3,7,15,16,52,22
63,3,27,34,48,59,23
10,8,11,39,40,53,20
16,16,27,36,50,65,19
21,5,6,28,29,60,21
31,12,18,28,34,60,20
33,19,26,30,37,45,24
35,1,36,43,56,65,25
37,4,6,8,63,67,13
39,8,14,26,32,34,24
41,6,9,36,57,66,22
42,6,18,47,55,60,25
50,7,36,39,53,67,21
61,11,22,34,60,69,25
6,6,25,26,30,34,21
18,15,17,20,43,55,24
26,4,28,29,31,37,24
32,3,33,37,39,60,23
38,11,16,31,37,41,21
40,17,23,25,29,41,19
45,8,17,39,56,58,25
46,18,28,38,39,41,21
51,21,28,29,45,60,18
2,6,14,35,36,48,21
3,4,9,16,35,49,17
10,2,10,37,46,56,17
11,16,23,31,37,55,17
13,5,28,31,43,60,24
33,17,19,25,42,68,22
34,8,16,23,43,46,24
36,6,9,18,33,67,22
40,12,17,28,42,50,18
41,6,11,34,36,54,23
9,6,14,31,37,53,22
11,12,14,58,59,62,24
39,1,8,31,63,67,21
40,4,5,53,58,61,21
46,10,19,27,40,49,24
59,19,21,33,58,69,22
64,5,15,30,49,65,22
2,1,6,14,15,38,21
8,11,12,31,38,64,23
9,1,17,25,54,69,20
10,22,28,37,43,48,25
16,6,9,14,58,68,21
18,7,34,35,39,40,23
22,5,12,29,38,59,19
24,7,10,22,28,38,23
32,8,18,20,28,33,23
33,7,30,45,57,65,24
39,24,27,33,38,46,20
41,10,11,20,47,63,23
45,2,10,28,44,66,19
8,21,28,36,64,67,24
10,9,28,36,49,62,19
21,6,12,26,27,29,24
27,4,22,41,52,58,24
32,4,6,35,56,68,24
40,4,13,15,34,64,23
56,1,5,15,51,61,21
0,9,26,33,38,61,17
23,6,13,23,56,59,25
29,2,9,26,60,65,25
30,14,29,30,64,66,23
32,16,18,25,36,61,24
39,16,25,28,30,33,20
52,14,25,38,39,49,16
54,10,17,19,25,39,23
62,9,11,30,37,51,19
24,9,19,25,27,40,24
37,1,11,24,33,34,21
40,1,5,35,46,61,20
42,21,29,43,48,51,25
43,2,4,14,17,60,25
46,5,8,35,36,53,18
51,7,24,31,40,53,23
55,1,8,12,37,61,19
56,13,17,30,40,53,19
63,7,15,29,36,62,20
64,6,17,25,34,41,22
2,2,26,31,52,64,24
9,11,31,33,38,68,24
10,9,13,20,31,50,19
11,22,23,29,46,63,25
12,8,18,38,39,67,21
22,2,3,17,54,64,21
32,3,4,19,28,47,24
37,1,4,27,37,39,16
38,21,28,35,52,65,25
41,7,11,16,39,50,25
46,6,9,19,27,33,24
53,7,12,29,36,49,24
60,16,25,28,41,57,24
3,5,6,16,29,67,23
12,5,14,22,54,58,20
17,22,23,35,37,66,19
25,22,25,27,50,64,24
28,6,8,40,47,48,17
49,23,28,34,37,41,25
52,9,25,37,38,55,23
53,1,9,30,44,59,24
56,9,15,17,39,45,24
58,5,8,16,33,56,21
2,2,5,10,22,32,19
22,9,14,23,24,43,21
29,9,20,39,54,67,23
31,8,10,26,31,52,21
39,2,11,13,20,54,22
51,5,29,36,55,62,23
52,5,17,19,21,47,22
53,10,13,16,43,49,25
59,6,10,36,43,60,20
64,12,27,43,55,67,24
40,9,15,20,40,58,22
50,1,18,26,47,63,16
56,15,17,37,41,61,19
63,10,23,26,46,67,15
4,6,19,31,33,60,25
11,8,12,18,35,55,15
12,23,28,33,42,55,19
14,3,10,28,31,45,23
19,6,24,26,58,63,23
24,4,14,39,45,51,19
33,13,23,24,30,35,19
36,7,17,36,49,68,21
40,5,8,15,16,48,13
41,16,25,30,55,62,19
47,3,5,19,45,46,21
53,5,6,8,30,49,14
59,17,20,27,53,69,22
2,1,28,37,53,66,22
6,2,9,36,40,60,22
18,4,19,22,50,52,20
39,10,14,46,60,66,25
40,8,13,42,52,53,22
43,26,29,30,41,45,19
55,2,29,42,43,49,22
59,17,21,41,50,52,18
63,2,30,34,57,58,21
2,3,4,11,47,60,23
9,2,3,7,23,61,25
13,4,9,25,36,65,24
19,1,23,29,37,52,25
24,15,16,25,59,62,19
31,8,13,20,52,66,19
36,3,13,22,45,58,24
40,12,15,23,57,69,18
44,4,14,41,43,60,20
53,7,9,24,44,68,18
54,10,12,14,52,64,19
56,5,10,12,18,62,23
63,14,21,32,34,39,24
3,10,17,24,52,54,22
16,2,5,7,61,67,24
18,22,23,28,68,69,25
21,4,8,23,34,43,20
26,19,32,41,42,67,25
33,11,24,27,28,41,22
34,14,27,34,38,47,25
39,1,22,36,43,68,17
44,3,8,17,22,50,21
10,2,12,21,27,64,24
16,5,11,15,39,52,25
35,2,8,35,52,69,23
46,18,31,39,48,54,19
54,5,11,18,30,43,20
3,12,22,34,61,68,20
6,9,20,43,53,69,21
15,3,12,33,46,63,25
34,9,15,45,59,62,21
48,3,8,14,37,45,21
53,10,21,31,36,44,25
54,15,27,32,41,43,20
55,3,27,41,44,46,25
57,3,21,29,34,37,24
11,2,10,39,51,61,20
21,25,30,36,52,61,24
32,16,22,36,50,55,20
35,19,33,35,54,59,25
36,8,9,36,37,44,20
42,8,10,15,27,33,24
56,1,6,20,25,48,23
58,1,21,31,33,63,25
1,15,21,27,45,59,23
2,7,8,24,47,69,25
4,3,7,38,57,68,21
6,3,15,23,33,36,22
13,4,14,23,38,50,20
14,4,18,39,65,66,25
25,12,15,46,58,62,22
26,2,8,21,30,53,25
29,9,11,12,28,53,18
49,10,12,14,29,36,20
1,16,17,39,45,52,19
7,15,19,42,46,59,22
15,12,18,36,39,69,25
18,18,25,32,36,41,23
32,8,17,47,48,63,23
35,19,28,35,49,52,25
40,9,10,34,43,50,25
45,7,17,26,59,62,25
46,9,21,46,53,63,24
1,7,14,23,29,64,21
4,4,7,24,33,40,19
17,2,11,14,29,64,19
18,7,24,34,40,42,23
33,9,11,22,34,56,24
35,4,10,33,37,64,23
45,14,25,46,57,58,24
49,10,31,37,39,43,24
54,13,26,28,29,55,22
58,3,8,16,25,33,23
11,5,19,34,50,64,23
20,11,22,47,53,54,24
24,10,15,28,52,64,21
27,12,31,41,48,52,21
36,6,7,24,26,39,20
37,26,30,40,52,61,23
53,1,35,41,56,58,24
54,3,8,18,34,58,22
60,14,27,35,46,57,24
2,3,13,40,51,63,16
5,2,8,12,57,63,25
24,16,24,35,39,53,23
28,4,6,11,41,56,23
40,2,6,30,33,51,20
49,7,18,28,63,64,22
56,2,5,26,32,38,25
59,2,17,42,44,57,21
60,11,30,35,43,64,22
4,11,19,21,49,61,16
10,11,14,42,46,50,25
14,4,18,30,32,49,25
25,10,20,23,35,42,25
38,10,13,25,42,51,20
40,8,19,35,43,60,20
50,4,5,15,25,67,21
57,4,15,18,42,43,25
60,1,7,32,45,59,17
5,10,23,28,48,62,18
8,20,34,39,50,56,22
10,2,11,12,15,25,21
16,1,13,31,33,38,20
25,15,18,24,33,53,20
46,2,10,17,54,55,22
48,3,5,16,28,43,17
53,28,37,39,43,67,23
58,19,36,38,44,50,24
61,3,22,38,41,62,21
63,5,16,35,53,56,22
5,4,26,54,57,58,23
6,1,17,33,43,52,21
8,1,11,15,17,54,20
11,7,15,23,41,62,20
12,11,27,45,56,69,25
16,25,29,34,44,51,21
22,10,25,26,29,33,24
29,12,30,31,34,53,24
35,4,19,44,56,58,20
43,2,15,27,41,46,25
46,3,8,9,13,34,25
63,8,10,16,33,37,15
2,17,26,33,34,53,21
11,1,5,12,41,57,22
12,3,14,41,54,63,24
18,4,7,11,33,46,23
32,2,3,21,59,61,22
33,8,16,39,47,66,18
37,7,31,50,53,58,23
39,14,18,25,29,35,23
58,5,7,37,41,53,22
61,24,25,31,36,38,23
63,24,25,32,43,64,17
7,5,10,27,28,46,21
16,11,13,16,54,57,20
18,18,26,27,50,52,16
21,1,2,21,48,54,22
22,2,9,10,28,31,24
26,17,21,28,32,39,19
50,4,15,46,48,64,21
63,1,11,14,19,60,24
2,5,15,27,37,55,21
5,12,14,40,41,57,24
7,13,16,27,32,35,25
15,18,23,34,52,54,19
17,3,16,19,25,51,20
23,11,14,36,37,46,24
33,5,10,23,29,60,19
34,12,16,29,35,67,24
36,14,17,21,35,64,23
41,3,15,19,54,66,13
43,4,8,37,39,62,19
56,3,11,37,39,47,18
59,2,9,16,22,63,23
5,1,17,36,52,53,23
17,12,24,29,30,32,22
22,16,36,39,56,67,25
32,15,31,34,48,50,22
38,15,21,23,35,39,20
47,10,27,40,67,68,25
3,7,10,15,27,57,23
29,18,19,37,48,53,20
30,10,12,18,56,59,20
33,3,8,10,38,48,25
37,2,10,22,37,49,25
43,9,10,11,31,41,24
56,23,24,33,47,56,22
4,11,19,29,48,61,20
8,18,25,38,42,45,19
9,2,3,8,18,26,24
13,15,17,30,36,50,20
15,5,12,19,24,43,25
24,1,5,7,25,65,19
29,10,25,26,29,38,22
35,2,27,28,31,54,24
45,3,6,12,44,47,20
46,25,26,33,34,58,18
61,10,14,30,33,45,24
62,1,8,18,42,60,23
0,2,19,23,48,53,20
1,13,18,23,42,50,24
6,14,19,36,48,55,20
8,6,19,28,39,57,24
18,8,19,20,31,40,23
25,6,7,14,36,61,23
40,15,17,19,31,48,21
56,16,17,23,40,69,20
58,6,25,32,46,55,22
59,20,22,27,35,61,21
9,7,31,38,48,62,20
21,17,21,39,45,69,23
40,14,37,43,49,64,24
46,8,9,33,50,54,24
59,3,7,28,37,60,25
61,3,26,35,54,64,21
2,16,33,35,50,65,19
5,14,28,31,33,59,23
10,8,14,16,29,65,25
14,4,11,23,52,59,17
23,6,21,30,38,58,20
24,4,14,44,52,68,24
29,3,4,24,39,61,20
56,2,25,26,27,59,24
60,15,29,37,55,63,22
61,2,6,28,42,60,22
4,1,10,31,32,59,24
11,11,12,28,29,49,25
13,10,15,19,38,65,22
23,5,19,23,24,46,25
35,8,10,15,39,52,24
46,12,24,25,52,62,22
57,2,16,22,51,59,24
61,1,17,42,49,51,21
6,19,23,28,40,48,25
23,7,10,23,26,50,20
24,12,35,43,48,62,25
27,8,17,28,30,52,22
36,1,24,32,47,60,25
44,2,7,39,52,68,17
54,22,26,32,45,46,21
59,1,11,27,34,42,22
61,3,16,18,50,65,23
62,12,17,26,61,62,18
2,2,6,17,28,67,18
6,9,29,39,49,57,25
7,2,16,20,44,62,22
16,9,12,23,45,60,17
17,1,8,11,42,50,20
18,2,13,19,30,52,23
28,1,4,17,32,50,20
34,26,30,32,57,67,23
50,25,28,33,35,63,20
51,8,16,42,52,56,18
61,6,20,40,47,52,22
63,3,8,32,50,61,19
1,14,19,20,42,51,17
3,10,13,19,38,60,22
8,11,12,51,59,69,22
10,5,16,18,57,66,22
15,1,16,29,30,32,20
19,14,18,24,36,64,22
20,11,22,30,55,66,18
28,3,8,17,37,57,22
33,10,21,26,37,54,23
46,28,35,37,51,55,18
48,4,7,32,46,49,19
51,12,34,40,41,59,20
52,15,23,32,41,61,17
53,5,23,25,32,37,21
2,14,18,27,55,68,20
4,9,10,13,46,57,22
13,3,14,29,51,64,25
30,9,16,23,38,43,21
31,11,17,36,40,63,23
33,9,23,26,32,39,25
38,5,16,18,53,59,21
43,10,23,28,32,68,24
47,1,2,13,22,55,25
52,16,27,29,36,48,24
59,11,19,30,34,43,24
21,14,24,27,43,45,21
28,13,19,28,31,62,22
37,10,15,44,56,59,23
50,13,24,27,53,55,21
6,2,9,32,42,57,22
16,15,16,41,53,58,23
24,20,22,28,67,68,21
32,2,13,41,52,64,21
51,3,20,26,27,67,21
52,2,7,27,47,55,22
61,2,15,39,46,56,23
2,16,17,23,45,64,21
6,7,12,19,29,48,21
12,9,28,30,52,59,25
16,12,34,36,38,57,18
19,7,8,23,25,54,20
26,19,24,25,33,45,20
35,7,12,31,36,37,23
42,4,15,27,46,56,20
48,4,14,18,64,65,24
52,3,12,33,45,52,19
55,4,13,26,35,46,22
6,8,14,24,43,46,22
11,2,16,32,49,66,20
13,5,35,36,44,64,22
16,4,5,19,44,52,18
17,13,14,36,37,39,19
18,12,18,24,51,61,25
22,4,12,33,53,65,18
28,2,6,19,47,65,18
41,3,21,33,36,38,20
42,3,13,45,46,64,21
43,15,29,33,51,64,23
44,1,9,12,27,36,15
54,3,13,46,49,58,23
55,6,12,15,20,44,19
58,17,23,25,36,55,21
59,18,31,32,50,54,19
16,18,23,31,42,48,21
18,5,10,23,36,42,20
23,3,8,9,39,43,20
27,2,7,16,50,53,25
30,5,23,31,37,68,21
32,31,33,38,42,43,21
36,2,5,14,30,33,23
40,9,11,36,38,39,17
47,9,11,29,41,49,19
51,15,26,27,28,62,22
63,14,31,34,38,60,19
19,16,24,31,42,66,25
23,5,17,18,61,64,25
36,10,12,22,43,65,20
41,18,22,37,42,47,23
43,5,7,17,33,51,23
45,3,22,35,36,37,23
62,12,26,33,46,54,22
15,5,6,50,51,68,23
37,15,19,31,47,52,20
49,10,16,49,52,58,22
50,7,14,35,37,64,24
53,7,35,37,41,56,23
55,6,21,34,36,69,22
56,12,32,34,56,66,25
63,11,21,43,46,60,20
5,3,25,26,34,42,21
12,4,11,14,29,67,15
16,8,10,15,20,28,18
23,2,11,22,37,65,24
35,4,8,9,23,45,16
46,12,17,52,56,57,19
50,14,18,22,29,52,21
56,7,14,21,35,39,18
57,26,32,36,37,61,23
58,4,31,34,41,69,19
60,13,24,40,47,63,25
0,10,21,22,33,48,25
2,1,4,28,32,64,24
8,8,13,24,32,67,25
16,3,27,34,44,69,22
18,2,12,13,32,61,19
32,8,16,29,36,39,21
33,14,25,31,59,61,21
35,8,19,20,29,52,22
37,22,23,36,44,65,24
40,8,16,32,49,52,20
45,13,21,37,49,60,23
46,1,2,10,29,43,19
51,25,29,31,53,55,23
58,5,14,19,57,64,23
59,3,12,16,36,63,22
60,1,3,26,48,56,20
63,1,2,34,46,58,24
1,15,17,37,41,54,25
5,8,9,10,60,61,21
16,8,14,15,47,65,24
18,2,6,14,29,34,24
27,4,24,27,56,63,21
39,14,18,27,45,62,23
60,11,29,43,51,63,23
61,6,9,12,13,65,15
8,4,10,27,33,50,17
18,8,16,21,45,54,23
27,14,15,36,52,58,25
32,9,15,27,34,38,23
33,13,14,16,28,31,20
36,5,6,26,47,67,25
38,11,14,20,45,57,23
40,8,10,14,51,67,25
53,5,10,29,36,52,21
56,9,11,16,25,43,17
62,4,28,38,50,69,23
0,4,10,16,30,58,21
5,5,10,27,38,62,19
11,3,31,38,49,50,22
17,13,21,22,32,45,25
19,2,11,12,31,43,23
33,3,8,15,43,68,20
36,2,23,42,57,58,25
50,13,18,27,30,66,25
51,12,17,21,35,38,25
59,1,11,39,57,63,22
2,10,20,27,30,55,22
8,2,23,33,46,63,19
13,8,10,18,57,68,23
16,7,14,18,36,58,24
17,7,28,40,43,52,23
26,1,5,32,41,46,24
33,19,28,34,50,68,24
41,8,32,43,51,53,21
46,11,20,25,43,60,24
61,14,22,30,35,46,21
5,2,10,29,59,66,19
10,11,17,23,34,48,22
14,1,13,21,29,66,17
16,7,15,23,31,68,25
19,20,33,40,45,48,24
25,4,8,9,18,54,19
26,3,13,36,39,62,22
32,4,9,12,54,56,22
54,3,7,45,51,60,24
56,15,16,29,43,67,18
58,10,12,17,45,60,23
2,9,14,25,28,45,23
4,3,12,14,15,62,25
13,19,24,34,38,64,21
14,3,16,17,24,38,25
21,28,39,44,48,57,24
25,8,13,38,60,65,23
29,13,15,26,38,45,24
34,6,7,11,49,52,22
37,15,32,44,45,57,22
63,13,15,29,40,66,21
64,4,10,14,49,69,22
10,9,21,38,41,50,24
16,13,18,19,29,48,25
20,4,23,30,32,46,25
22,2,4,32,36,60,21
23,6,17,32,37,51,24
26,7,25,35,48,54,23
34,18,27,34,38,43,25
35,6,18,21,30,51,25
36,29,30,34,37,43,25
38,9,15,19,23,55,24
41,9,18,24,36,64,22
50,11,32,37,40,48,24
58,1,5,28,56,68,19
60,2,23,37,52,66,21
61,6,28,30,44,57,22
3,30,34,38,42,66,23
5,10,17,27,39,60,21
6,3,16,17,18,65,21
10,4,13,14,27,38,21
17,20,28,29,41,63,18
18,11,20,22,26,64,19
22,8,10,24,50,55,18
32,7,11,23,31,55,24
37,4,28,36,44,55,22
45,6,12,19,29,69,21
46,20,24,27,36,61,25
52,1,14,38,51,58,16
53,13,20,28,34,67,25
55,12,14,56,67,68,25
56,5,12,13,19,20,21
61,2,14,37,38,47,24
1,27,31,35,49,61,21
2,12,18,32,39,43,19
8,14,16,21,30,63,20
11,1,9,29,57,66,24
13,4,9,22,34,57,16
14,13,25,26,53,55,20
22,3,5,23,32,61,16
25,7,8,9,31,42,16
28,5,13,15,22,33,18
40,6,9,13,19,66,21
42,29,33,36,58,69,24
46,10,14,26,31,63,23
53,13,22,39,46,62,25
58,7,13,30,34,63,22
1,4,25,28,33,44,20
3,2,24,26,39,45,23
13,6,29,35,46,60,21
16,10,19,36,58,63,20
31,13,17,25,48,66,20
32,9,15,39,46,64,19
33,1,2,14,19,39,24
40,3,9,23,27,60,22
41,11,12,13,15,25,20
49,7,10,22,27,32,21
52,4,5,14,56,68,13
53,9,33,40,50,55,22
56,8,16,36,40,50,18
57,8,14,26,40,43,21
58,33,36,46,47,58,23
61,14,25,30,44,46,24
4,6,17,37,48,58,23
11,1,13,57,58,63,23
16,2,10,23,25,45,22
20,4,13,31,36,42,23
26,9,18,20,46,51,21
29,26,27,29,50,59,24
41,18,19,51,53,62,22
42,8,11,22,43,68,20
54,4,26,29,44,53,24
61,6,11,29,30,52,23
5,10,18,28,32,66,25
9,9,20,25,40,61,24
11,5,9,16,22,63,23
15,7,14,24,46,47,25
20,7,25,27,47,60,22
43,16,40,41,47,51,24
50,18,21,37,62,64,22
19,4,20,26,27,46,25
40,3,11,18,51,60,16
51,5,7,20,26,41,25
53,9,14,16,18,41,23
61,3,15,26,57,60,22
2,13,23,26,32,52,21
4,5,24,39,41,43,21
14,1,32,37,41,50,22
38,10,13,35,40,51,20
46,8,16,29,49,50,23
49,5,11,18,31,54,24
50,10,18,28,55,62,24
56,13,15,24,26,43,23
60,1,18,29,58,62,25
0,11,14,23,30,42,19
1,9,13,14,42,64,20
6,3,4,6,17,31,22
9,12,14,43,51,59,21
20,18,22,42,52,60,21
26,10,19,40,44,65,24
34,5,10,44,59,60,22
40,11,21,35,36,52,23
58,12,17,28,43,67,25
59,15,17,21,26,61,20
61,1,6,18,24,37,23
6,1,6,11,48,64,16
21,14,15,17,59,62,22
31,25,26,29,37,48,23
33,8,18,37,53,60,23
35,3,9,24,58,69,17
36,3,5,9,41,53,25
56,3,8,14,39,49,25
59,8,12,41,57,64,22
0,4,6,18,33,47,25
14,15,17,26,45,53,21
22,22,34,37,66,68,25
30,6,23,29,56,64,20
43,9,12,32,39,41,21
48,14,15,16,21,69,19
10,1,26,31,53,60,23
13,3,19,42,50,66,20
16,5,13,44,46,64,19
21,3,11,12,22,58,24
41,6,17,27,39,44,25
56,2,3,10,52,61,24
61,2,4,23,45,62,25
62,18,31,39,52,67,21
4,13,23,25,29,64,19
6,3,33,46,47,61,24
23,3,13,18,63,64,20
28,5,10,50,56,63,25
29,9,14,15,39,58,19
33,7,11,15,38,49,24
42,10,16,31,48,64,22
44,2,5,34,47,62,21
53,1,17,31,36,39,21
54,9,14,29,51,52,20
55,27,30,37,50,67,24
64,11,26,32,47,54,23
17,23,30,34,49,67,22
18,18,24,32,45,60,19
19,6,27,50,60,68,25
20,2,3,26,30,53,22
29,2,5,16,28,58,19
32,13,16,42,52,64,23
33,7,9,35,38,49,25
40,1,6,28,61,63,22
44,6,27,31,33,49,24
50,5,22,50,53,55,21
52,4,14,30,32,64,19
55,2,8,11,21,62,18
56,17,26,44,51,66,22
63,3,14,35,36,56,21
6,1,3,34,43,53,15
12,6,12,14,31,46,18
22,4,12,14,16,34,17
29,22,28,38,44,50,16
32,1,4,19,38,52,23
33,11,17,55,57,64,24
38,5,22,24,28,48,25
45,2,10,29,50,54,22
48,4,5,7,29,48,23
53,11,21,28,40,51,22
55,8,12,29,37,58,18
56,4,17,21,22,52,23
58,10,11,21,44,49,18
59,3,12,35,44,56,25
3,10,25,28,56,59,21
10,6,33,34,38,41,25
19,3,25,43,44,62,20
20,1,12,23,32,56,19
25,7,12,25,41,56,24
37,16,17,36,47,53,25
43,6,9,29,37,56,19
60,4,5,14,42,54,23
